	영화리뷰	label
4535	액션영화라기엔 액션이 밋밋하고 스파이영화라기엔 그냥 발가락만 담가본 수준, 가족영화라기엔 가족이 너무 작위적이고 하는게 없음. 나타샤 로마노프에 대한 헌사라기엔 나타샤가 아닌 옐레나 벨로바에 올인한, 옐레나 밸로바 오리진이 더 제목에 어울리는 영화. 메인 빌런은 십 수년간 숨어서 세계를 휘어잡았다는게 믿을 수 없을만큼 도발 몇마디에 발작하면서 스스로 계획을 다 망치는 그냥 어디 동네 바보 아저씨. 태스크 마스터는 초반 몇몇 빼면 예고편에 나온 장면이 전부고 이런게 블랙위도우의 마지막 작품이라면 나타샤는 정말 불쌍한 캐릭터가 맞다. 페미짓은 있기야 한데 캐릭터 특성상 불쾌하진 않은 정도지만 그걸 묘사하는 대사가 너무 불쾌해서 이게 12세가 맞나 싶음. 캡틴마블보다 못한 마블 최악의 영화	0
4536	마블 DC 가릴 것 없이 히어로 영화는 좋아하는 편인데 솔직히 블랙위도우는 별로였습니다	0
4537	헐리우드판 단소 살인마~!캬악씨!ㅋㅋㅋㅋ 때려봐 ㅋㅋ안때려~~~~	1
4538	진짜 최고란 말밖에.. 벌써 두번 봤는데 또 보러 갈거에요!	1
4539	몰입도 최고였네요 마지막 쿠키 놓치지마세요	1
4540	후반부 액션 감동 다 잡음	1
4541	역기 마블기다린 보람이 있네요지루할 틈 없이 재밌었습니다	1
4546	알바인가??마블영화라 생각하고 보면 실망이 큼	0
4547	패밀리~액션~전혀지루하지않은전개~역시 마블~~	1
4548	쿠키영상 하나 있는데 꼭 보세요! 대박입니다!	1
4549	시간 가는 줄도 모르고 볼 정도로 몰입 된 영화는 오랜만이다아쉬운 점은 마블에서 볼 수 있는 블랙 위도우의 마지막 모습이라는 것 뿐	1
4550	믿고보는 마블시리즈. 역시나 입니다.	1
4551	역시 마블은 마블이지!!	1
4552	약간 지루한감도 있었지만 약 2시간20분 2대 위도우의 활약을 기대해봅니다. 그러면 악당으로? 나오는건가? 어벤저스 적으로?	1
4553	화려한 액션이 돋보였던 영화 !	1
4554	액션은 물론 영상미까지 죽여줌 ..	1
4555	돈이아깝네요노잼입니다	0
4556	시빌워 > 블랙위도우 > ?    이담에 뭐 봐야하죠? 한번 더 보게돼네	1
4557	오랜만에 보는 마블은 역시 최고 ㅠ	1
4558	진짜 아니다 알바아니다 진짜아니다	0
4559	재미있게 잘 봤습니다 !!	1
4562	감독의 연출과 배우의 연기력이 최고의 조합이였다 또 보러 가야지-ㅋㅋ	1
4563	마블다운 액션이 다시 돌아왔네요ㅋㅋ 역시 마블!	1
4565	다들 재밋다는데내가 이상한가?마블영화 다 봤는데이렇게 재미가 없다니액션도 그저그렇고내용도 그저그렇고 참 말로	0
4566	리클라이너에서 보다가 자버렸다	0
4567	기대했던대로 더할나위없이..	1
4569	초반 30~40분은 볼만하다계속 졸았음 1시간 30분 이후 어떻게 해서든보려 했는데 자버렸음평점이 9.36점?...스파이더맨 파프럼홈이 8점 후반대인데	0
4570	너무 늦게 나왔다는게 아쉬울 뿐...	1
4572	블랙 위도우 그동안 고생했어요.	1
4573	근본있는 스토리에 존재자체가 아름다운 스칼렛 요한슨 너무재밌었어요 ㅎㅎ	1
4574	액션 스토리 연출 다 좋았다	1
4577	로마노프 절대 살려내 호크아이 너가 대신 쥬거 ㅜㅜㅜ	1
4578	이번에도 마블이 씹어먹는구나	1
4579	슬프면서 잔잔하고 재미있네요	1
4580	그냥 액션씬 미쳤다.. 기대안하고 봤는데 보는 내내 자본이 느껴지는 영화.. 브금도 개좋고	1
4581	엔딩크레딧 자막 올라갈 때 자리 뜨는 일반 관램객들이 있는데 마지막에 쿠키영상 하나 있으니 참고하세요. 바쁘지 않는 이상은 꼭!	1
4583	블랙위도우  빨리 보시오 ~~ 월요일부터단축 상영함 ~ 블랙위도우 아름다운퇴장	1
4585	역시 블랙위도우는 영원한 어벤져... OST도 너무 잘뽑았고 연기는 말 할 것도 없이 완벽하고 액션도 최고였다. 엔딩크레딧 후 쿠키영상은 마블 페이즈4의 시작을 알리기에 완벽했다.	1
4586	왜 이걸 이제까지 안내줬는지 이해가 안감 블위 사랑해	1
4587	그냥 연기,배우,노래 다 완벽 그 자체	1
4588	동생이 언니에게 쓸데없이 똥폼 잡는다구 뭐라구 하더니만 동생이 언니의 똥폼 똑같이 따라함 ㅋㅋㅋ진정한 자매로구나 ㅋㅋㅋ	1
4589	마지막 영화. 좋은 마무리	1
4590	나타샤의 과거를 볼 수 있어서 좋았고, 하늘에서 벌어지는 액션신은 정말 최고 !!! 벌써부터 그리워지는 블랙위도우..	1
4591	크으.. 그동안 액션영화가 재미없던 이유는  남자만 치고박고 싸우다가 멋있고 여자는 하찮게 나왔기때문임 ㅋㅋㅋㅋ 그렇지 이제 액션영화 존좋임	1
4593	간만에 마블이 마블한 느낌이라 넘 좋습니다	1
4595	스칼랫 요한슨 수고하셨고 최곱니다	1
4596	액션이 많고 다크하긴 하지만 마블식 유머가 들어가 있어서 재미있었다.블랙위도우는 역시 전설이다마블이 드라마 내줄거라고 믿음	1
4597	블랙 위도우에 대한 마지막 헌사...완전 재밌다	1
4598	정말 기대도 없이 봤는데 너무너무 재밌었다	1
4599	이 액션이  진짜라는게  놀랍네요	1
4600	잼있게 보았습니다!! 간만에 액션 보니깐 속이 다 후련했어요!!!	1
4601	생각보다 재밌고 좋았음	1
4602	기대하고 보았는데도 최고였어요 인생영화 추가	1
4603	너무 재밌어요 꼭 보시길	1
4604	꼭 보세요 두번 세번 아니 수천번 보세요	1
4605	재밌ㅇㅓ요 액션 연기 잘하네요	1
4606	스칼렛 요한슨 하나로 완성된 영화 블랙 위도우 팬들은 무조건 봐야함	1
4607	스칼렛과 플로렌스 케미 미침영화를 본 후 가족의 의미가 완전히 바뀜	1
4609	나름 스토리도 잘 짜여져있고2년만에 마블 보니 액션이 시원시원하니 너무 좋습니다.엘레나 매력도 폭발하는! 태스크마스터 가 너무 시시하게 다뤄진게 좀 아쉽네요.	1
4610	생각보다 마블이라는 이름에 비해 실망감이 큽니다. 토르나 다른 히어로 액션이 더 재밋는듯.. 그래도 블랙위도우에 대해 더 잘 알수 있는 영화인듯..	0
4611	역시 믿고 보는 마블.. 처음부터 끝까지 좋았고 간만에 보니깐 더 재밌는 느낌	1
4612	마블만이 가능한 액션과 최고의 몰입도	1
4613	궁금증이 해소 블랙위도우 고생했어	1
4614	역시 마블은 마블인가봅니다. 영화 완성도가 높고 처음 부터 끝까지 긴장끈을 놓지 못하게 한 영화였네요.	1
4616	진짜 재밌던데...히어로가 한명 나오고 한사람위주로 돌아가니까 자칫 잔잔할수도있는데 액션신이 진짜 끝내줫습니다. 크....배우분들 진짜 대단하심 막눈이라 cg는 보기에 괜찮았는데 암튼... 안녕 나타샤..	1
4617	너무 재미있었고 한번 더 봐야겠어요	1
4618	딴건 됐고 올해 본 영화 중 최고였음. 여자만 잔~뜩 나와서 이상하긴 한데 좋게 보면 괜찮았고 마블 기존작품 몰라도 대충 이해될만해서 다행이었어요	1
4619	와.. 꼭 봐야한다 ㅠㅠ 기달린보람이 있다 ㅠㅠ	1
4620	드디어 블랙 위도우의 서사를 만나다!	1
4622	가짜지만 진심으로 뭉친 이들	1
4624	9점짜리 영화 아님 평점 믿지마라진짜 이정도로 재미없을 줄 몰랐음. 보는 내내 개지루했음스포일러 없이 설명하자면 페미니즘 영화도 아니고 첩보영화도 아니고 아무것도 아님ㅋㅋ차라리 뭐 하나라도 꾸준하게 밀고 가던가 이리 갔다 저리 갔다 그냥 각 장르의 그냥 향만 첨가한 수준임그럼 스토리가 재밌냐? 개노잼임 블랙위도우가 왜 그걸 챙겨서 사서고생하는지도 모르겠고 설득력도 없음.이딴 영화를 만원이상내고 본다? 혹시 너 만수르냐ㅋㅋㅋ	0
4625	이런 수천억 헐리웃 대작과 국산허접영화가 같은 관람료를 받다니.,.한국영화는 4천원이 딱이다	1
4626	코로나만 아니면...다들 극장 달려가시라고 왜안보냐고 하겠는데...뭐...또 보러 가고싶다구요...ㅠㅠ	1
4627	마블의 영화간 연결고리가 너무 좋다ㅠㅠ	1
4629	울컥하고 웅장해졌음 ㅠ_ㅠ	1
4630	극장에서 관람하기 너무나도 잘했다고 생각든 영화, 솔로무비로 완성도도 굳굳	1
4631	블랙위도우 짱..! 역시 블랙위도우 멋있고 예쁘고 카리스마있고 다해ㅠ 이걸 볼려고 1년을 기다렸나	1
4632	명불허전. 마블은 마블	1
4633	블랙위도우를 캡틴아메리카처럼 만들어버린 액션과 아무리 허구라지만 구성이 부족한걸 액션에만 치중해서 때우려고한 영화 여지껏 마블영화중 제일 부족했다고 생각함	0
4634	별기대 안했는데 마블은 마블. 액션 최고고 한번더 봐야겠네요	1
4639	코로나로 지친 나에게 힐링이 되는 액션물.말 그대로 힐링블랙위도우의 일대기를 완벽하게 그린 영화는 아니였지만블랙위도우의 삶이 어땠을지 조금이나마 더 생각해보게 하는 영화.	1
4641	너무 섹시해서 잠이와요. 보다가 졸았어요.	0
4642	역시 마블공화국이네..지루하던데..극장 안에 사람들도 지루한지 어수선하게 왔다갔다 하고..이게 9점대라니..기대했는데 실망	0
4643	마블팬이라면, 블랙위도우 팬이라면 무조건 봐야되는 영화 너무 재밌었고 이제 블랙 위도우인 스칼렛 요한슨을 못 본다니 너무 아쉽다	1
4646	어벤져스  중 능력치가 낮다고 생각했었던 블위, 이 영화를 본 후 폭풍 재평가 중!!걍 한마디로 찢었다아!!!!	1
4647	1편으로는 아쉽다 블위 스핀오프 또 나왔으면ㅜㅜ	1
4649	인피워랑 엔드게임 직후의 영화라서 액션이나 작전같은거는 비교적 단순할수있지만 그녀만의 개인 스토리를 풀어가는 서사로는 충분했다고 봄	1
4650	1년을 기다린 보람이 있습니다	1
4651	요한이누나보러갔는데 진짜 재미없네 거	0
4652	진짜 오랜만에 보는 마블영화 ㅠㅠ... 스칼렛요한슨은 진짜 블랙위도우 찰떡인듯...이 이후의 시간들을 알고보니까 더 ㅠㅠ	1
4653	나타샤가 눈속에서 흰옷 입고 나타났을때 오는 소름.나타샤에게만 없던 캐릭터 서사가 드디어 부여되었다.	1
4654	스칼렛요한슨이 스칼렛요한슨 했다!	1
4656	마블은 역시도 역시였다….	1
4657	내용이 쉬워서 이해하기 쉽고 액션이 아주 볼만 합니다.역시 마블은 영화 잘 만들어~	1
4658	가슴 뭉클하고 재밌다.	1
4659	시빌워 액션을 기대하고 본다면 1점용그냥 마블유니버스 끼어 맞추는 용도	0
4660	그녀는 영원히 내 마음속 어린 소녀의 영웅이다 … 그리울꺼야!!!	1
4662	뭘 이야기 하고 싶은건지.... 페미 떡칠을 한 영화다... 진짜 이제 마블 손절해야 하나 고민된다...	0
4663	ㄱㅆ 노잼 평점 왜케 높냐보다가 의자 푹 지지고 옴	0
4664	최고... 다른말로 표현안돼 .. 나타샤.. 가지마	1
4665	마블영화 보면서 처음으로..다리아프고 어깨아프고 허리아프고의자가 불편하고 눈이감기고 시계도가끔보고..왜그랬을까..ㅠ액션신은 뭐..  액션영화라면 그냥다 있을법한 액션인듯 보이고 ㅠㅠ기대도 크게한것도 아닌데ㅠㅠㅠ	0
4666	마블 액션 탑은 블랙위도우다 솔로 무비가 지금 나온 게 너무 아쉬움	1
4667	모든 점에서 완벽한 영화다	1
4672	와 진짜 이건 무조건 여러번 봐야겠단 생각이 절로 들었음 ㄹㅇ 넘 재밌다	1
4673	마블 애니 왓이프만큼이나 훌륭하다.타노스의 양날검을 든 가모라.욘두의 아들이 된 티찰라(블랙팬서)새로운 어벤져스.나홀로집에3로 스칼렛 요한슨이 데뷔한지가 엊그제 같은데 벌써 대배우	1
4674	약간 볼만한 정도 평점 너무 높아서 1점 줌	0
4675	마블도요새 주차권만찍어내는데 주차난해소에는 도움된다	0
4676	고생했어 나타샤 로마노프	1
4678	액션 너무 시원시원하고 멋있었어요	1
4679	이럴수가 레드 가디언이 캡아 라이벌이었음여성들의 액션이 개쩜요	1
4680	생각보다 연출 진짜 잘했음액션신도 진짜 좋았고난 레드 가디언 개그가 너무 다 좋더라 ㅎ	1
4681	미쳤어요 리얼 걸크러쉬	1
4682	마블팬이여도 이제까지 댓 안달았는데,,여러분 오프닝때문에라도 그냥 보세요,,연출 스토리 연기 브금 후회안합니다	1
4685	진심 개노잼  진짜재미없어서 중간에잠듬	0
4686	개봉시기가 왜 스파이더맨하고 바뀌었는지 이제 확실히 알겠다. 지금껏 고생한 블랙위도우를 위한 영화가 아니라 다음 드라마나 영화를 위한 소모품이 되어버린 거지. 다루려는 소재가 많은데 제대로 담질 못하고 서사가 잘 이뤄지지 않았다. 캡틴마블보다 별로였다는 생각이 들게 하다니. 빌런... 여성피해 문제를 엮어 표현하고 싶었나 본데 날려먹기 한 거지. 액션씬은 좋았음.	0
4687	짜임새 있는 스토리와 너무 오버스럽지 않은 액션이 적절하게 조합이 된 것 같습니다. 기대를 저버리지 않네요. 재미있게 잘 봤습니다^^	1
4688	액션존나잘뽑았다.윈터솔져 이김	1
4689	기억에 남는건 플로랜스 퓨 이쁘다 cg 화려하다 스칼렛 수고했다 끝..	0
4690	보내고 싶지 않아요 결말을 알고 있기에 보는 내내 씁쓸했습니다 아쉽네요 오래 간직할게요 아이언맨 2에 잠깐 나왔을 때 누구보다도 예뻤던 기억이 납니다 블랙 위도우 고생했어요 영원한 어벤져스 원년멤버	1
4692	앞에 학생들 마블 팬인데 실망했다는데 신나는거 상상했나봄ㅋㅋ 난 예상 외로 개그씬들있어서 당황했는데ㅋㅋ 블랙 위도우가 뭔지 모르고 본 모양ㅋㅋ 음악은 약간 과했ㅋ	1
4693	아하 이별이 아쉬운 스칼렛요한슨	1
4694	스칼렛 요한슨의 연기와 화려한 액션 탄탄한 스토리 다 너무 좋았어요	1
4695	기다린 보람이 있네요 기대이상이였어요	1
4696	스칼렛 요한슨을 위한 영화 여태까지 솔로영화가 없어서 아쉬웠지만 그래도 이렇게 ㅠㅠㅠ좀더 레드룸때 에피소드를 자세히 다뤄줫으면 더 좋앗을텐데 그게 아니여서 아쉽지만 이제 더이상 마블영화에서 스클렛 요한슨 나타샤를 못봐서 너무 아쉬워요	1
4697	블랙위도우 너무 재미있었음. 스토리가 재밌어서 좋았다	1
4698	초반 10분에서 게임끝	1
4699	액션 좋아하면 무조건 봐요 안 보면 때리러감	1
4702	이영화는 스칼렛요한슨의 마지막 마블영화이고 ㅠㅠ 새로운 마블시작이다	1
4703	이제 네이버 평점 안보는게 낫겠다 싶음...이 영화는 6점이 적당함	0
4704	하...진짜 마지막에 정말 행복했는데 블랙위도우 죽었다는 사실에 눈물을...또르륵	1
4705	세상에서 가장 슬픈 히어로 영화	1
4706	블랙 위도우 관련 영화가 조금 더 일찍 나왔다면 싶은 아쉬움은 있지만 그 외에 아쉬움은 없습니다그야말로 영화관에서 볼 맛 나는 영화입니다	1
4707	재미 있습니다. 너무너무 재미있어요	1
4708	기다린 보람이 있는 영화여성 연대 스토리 good.	1
4709	코로나인데도 영호ㅏ관  사람 많은거보고 깜짝놀랏어요	1
4710	코로나 임에도 불구하고 영화관 와서 보길 잘했다는 생각이 들었을만큼 재밌어요.스토리 탄탄하고 장면마다 공들인 느낌중간중간 유머러스한 부분까지^^ 최고입니다.	1
4711	스칼렛 요한슨이랑 플로렌스 퓨 너무 좋아요~	1
